""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"SEPP1"	0.0416048945892856	-0.4332293026	0.376164151446152	0.708097512226743	0.941683712186134	-5.80363070170844
"ILK"	0.0345721721160714	-3.52107270213333	0.372924636428169	0.71049479017037	0.941683712186134	-5.80476474533391
"SERPINA10"	-0.0496563354196427	-2.08426578653333	-0.371151029139331	0.711808525987497	0.941683712186134	-5.80538148993132
"IGHG3"	-0.0628934967410714	-0.114475249583333	-0.370321743386851	0.712423090791216	0.941683712186134	-5.80566885739467
"TAGLN2"	-0.0624459988839282	-4.81694997341667	-0.366585786139547	0.71519409205747	0.941683712186134	-5.80695552376007
"HGFAC"	0.0483080643303572	-1.42204770891667	0.363404634300303	0.717556625149155	0.941683712186134	-5.80804087927506
"HV434"	-0.0572303146071425	-3.0980050946	-0.362826342459077	0.717986401117812	0.941683712186134	-5.80823717135405
"SLFN11"	-0.0445394696026786	-2.24402447971667	-0.359363892017393	0.72056154011366	0.941683712186134	-5.80940593658261
"APOC3"	0.0481272359732145	4.71834892965	0.357205968941425	0.72216810550816	0.941683712186134	-5.81012870983598
"FRMPD1"	-0.042724321566964	-5.1127625983	-0.353966205075175	0.724582454433273	0.941683712186134	-5.81120569670705
"LV743"	0.0576003701696429	0.349823789816667	0.3536399818763	0.724825719787596	0.941683712186134	-5.81131360093227
"LYZ"	-0.041093589897321	-4.0277836001	-0.352001705492614	0.726047816063539	0.941683712186134	-5.81185399265743
"HV307"	-0.0465778806205357	-0.537597476116667	-0.348062870247665	0.728988968592916	0.941683712186134	-5.8131430082467
"SERPINA4"	0.0352218148214285	0.570376784083333	0.343503635336029	0.732398485407407	0.941683712186134	-5.81461701940437
"HV330_2"	-0.0740095808526783	-3.48455044488333	-0.341445535988568	0.7339393663277	0.941683712186134	-5.81527606729722
"CFHR4"	-0.0750938478526784	-4.15462576386667	-0.340663503113776	0.734525155886633	0.941683712186134	-5.81552545701342
"C1R"	0.0242911532499999	1.99025175623333	0.335173832560392	0.738641687385448	0.941683712186134	-5.81726007727575
"KV310"	0.0751941306383936	-4.24882063251667	0.330943548855089	0.741819097089601	0.941683712186134	-5.8185776092873
"AGT"	0.0336547645848211	3.3717016691	0.330541120812574	0.742121600994371	0.941683712186134	-5.81870207815212
